Seed,Pass/Fail,log2traces inner hash,log2traces outer hash,log2 hypotheses inner hash,log2 hypotheses outer hash,total time,inner time - 15,outer time - 15,inner time - 16,outer time - 16,inner time - 17,outer time - 17,inner time - 18,outer time - 18,inner time - 19,outer time - 19,inner time - 20,outer time - 20,inner time - 21,outer time - 21,inner time - 22,outer time - 22,inner time - 23,outer time - 23,inner time - 24,outer time - 24,inner time - 25,outer time - 25,inner time - 26,outer time - 26,inner time - 27,outer time - 27,inner time - 28,outer time - 28,inner time - 29,outer time - 29,inner time - 30,outer time - 30
396,Success,17,16,0,0,1.399,0.025,0.106,0.049,0.575,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Success,15,15,1,0,0.643,0.346,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Success,17,16,0,1,1.713,0.01,0.111,0.082,0.86,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Success,17,15,2,2,1.826,0.021,0.502,0.038,,1.265,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Success,16,16,3,1,1.686,0.036,0.102,0.685,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Success,17,19,0,1,6.852,0.013,0.087,0.055,0.224,0.644,0.449,,0.898,,4.481,,,,,,,,,,,,,,,,,,,,,,
402,Success,15,15,1,1,0.811,0.346,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Success,17,15,0,1,1.02,0.012,0.314,0.046,,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Success,16,16,1,0,1.322,0.027,0.092,0.622,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Success,15,17,0,1,1.784,0.199,0.129,,0.297,,1.159,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Success,16,16,1,1,1.602,0.033,0.094,0.617,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Success,16,15,2,0,1.04,0.017,0.298,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Success,16,16,0,2,1.936,0.027,0.116,0.358,1.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Success,15,16,0,4,2.891,0.198,0.12,,2.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Success,16,21,1,0,41.339,0.019,0.095,0.411,0.23,,0.543,,1.075,,2.212,,8.859,,27.895,,,,,,,,,,,,,,,,,,
411,Success,15,15,1,0,0.645,0.346,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Success,15,15,1,0,0.641,0.346,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Success,15,16,2,2,1.451,0.383,0.1,,0.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Success,16,15,3,1,1.393,0.05,0.463,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Success,15,15,3,0,0.861,0.562,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Success,16,17,1,6,11.287,0.017,0.091,0.399,0.24,,10.541,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Success,16,17,1,1,1.982,0.045,0.114,0.395,0.265,,1.164,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Success,18,15,1,0,1.844,0.03,0.294,0.055,,0.101,,1.365,,,,,,,,,,,,,,,,,,,,,,,,,
419,Success,16,15,0,3,1.249,0.013,0.877,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Success,15,18,0,1,3.297,0.198,0.118,,0.275,,0.531,,2.175,,,,,,,,,,,,,,,,,,,,,,,,
421,Success,15,16,1,0,1.022,0.345,0.097,,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Success,18,17,0,1,2.792,0.014,0.095,0.025,0.232,0.047,1.143,1.237,,,,,,,,,,,,,,,,,,,,,,,,,
423,Success,17,15,0,1,1.201,0.033,0.464,0.061,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Success,18,16,1,3,3.678,0.047,0.095,0.079,1.119,0.151,,2.186,,,,,,,,,,,,,,,,,,,,,,,,,
425,Success,16,15,0,0,0.676,0.022,0.299,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Success,15,15,0,2,0.996,0.199,0.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Success,15,23,0,1,260.65,0.199,0.105,,0.26,,0.507,,1.023,,2.083,,7.039,,19.019,,36.916,,193.499,,,,,,,,,,,,,,
428,Success,15,15,3,2,1.727,1.226,0.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Success,16,15,0,1,0.711,0.038,0.318,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Success,15,17,1,1,2.18,0.219,0.117,,0.28,,1.565,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Success,15,16,0,2,1.247,0.199,0.109,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Success,15,17,1,1,2.127,0.217,0.093,,0.269,,1.548,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Success,15,15,0,1,0.666,0.2,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Success,15,17,2,1,1.95,0.384,0.13,,0.298,,1.138,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Success,18,16,6,1,24.518,0.009,0.094,0.033,0.607,0.127,,23.647,,,,,,,,,,,,,,,,,,,,,,,,,
436,Success,16,16,2,1,1.479,0.022,0.125,0.697,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Success,16,15,2,2,1.222,0.024,0.502,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Success,15,15,1,1,0.823,0.347,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Success,15,17,1,1,1.891,0.347,0.107,,0.301,,1.136,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Success,16,15,0,1,0.831,0.009,0.465,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Success,15,15,2,1,1.111,0.645,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Success,15,17,1,4,4.42,0.218,0.133,,0.302,,3.767,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Success,15,16,1,1,1.175,0.218,0.093,,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Success,15,15,1,1,0.684,0.353,0.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Success,16,15,0,0,0.68,0.023,0.299,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Success,17,17,0,0,2.215,0.022,0.121,0.04,0.273,0.67,1.089,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Success,15,15,2,0,0.678,0.382,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Success,16,15,3,2,1.725,0.021,0.534,1.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Success,17,15,3,0,4.307,0.031,0.295,0.057,,3.924,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Success,17,18,3,4,9.432,0.04,0.126,0.094,0.284,2.483,0.556,,5.849,,,,,,,,,,,,,,,,,,,,,,,,
451,Success,16,15,1,3,1.298,0.014,0.886,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Success,15,17,3,0,2.291,0.826,0.118,,0.285,,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Success,15,18,1,0,3.162,0.217,0.101,,0.259,,0.506,,2.079,,,,,,,,,,,,,,,,,,,,,,,,
454,Success,18,15,1,2,3.097,0.032,0.796,0.058,,0.107,,2.105,,,,,,,,,,,,,,,,,,,,,,,,,
455,Success,17,15,1,0,1.485,0.02,0.294,0.055,,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Success,16,18,1,0,3.415,0.02,0.12,0.396,0.279,,0.538,,2.061,,,,,,,,,,,,,,,,,,,,,,,,
457,Success,16,15,1,1,0.903,0.043,0.467,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Success,15,17,1,1,1.888,0.345,0.125,,0.29,,1.128,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Success,16,17,0,4,3.574,0.01,0.088,0.355,0.283,,2.838,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Success,16,17,0,0,1.779,0.023,0.088,0.356,0.245,,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Success,15,15,1,1,0.681,0.218,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Success,15,18,1,0,3.311,0.345,0.115,,0.274,,0.526,,2.052,,,,,,,,,,,,,,,,,,,,,,,,
463,Success,15,18,1,3,9.524,0.217,0.109,,0.265,,0.509,,8.423,,,,,,,,,,,,,,,,,,,,,,,,
464,Success,15,15,1,0,0.513,0.217,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Success,18,16,1,1,2.455,0.022,0.107,0.04,0.852,0.074,,1.361,,,,,,,,,,,,,,,,,,,,,,,,,
466,Success,17,16,1,1,2.136,0.015,0.093,0.028,0.868,1.131,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Success,15,17,1,1,2.171,0.243,0.103,,0.26,,1.565,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Success,19,15,1,1,5.159,0.032,0.464,0.059,,0.115,,0.22,,4.268,,,,,,,,,,,,,,,,,,,,,,,
469,Success,16,16,3,0,2.048,0.024,0.095,1.353,0.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Success,18,15,0,2,1.748,0.008,0.357,0.052,,0.107,,1.223,,,,,,,,,,,,,,,,,,,,,,,,,
471,Success,17,15,2,0,1.751,0.005,0.295,0.01,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Success,18,19,1,0,8.616,0.044,0.118,0.086,0.277,0.163,0.566,2.132,1.119,,4.112,,,,,,,,,,,,,,,,,,,,,,
473,Success,16,19,1,0,6.317,0.014,0.095,0.407,0.237,,0.484,,0.967,,4.113,,,,,,,,,,,,,,,,,,,,,,
474,Success,15,15,0,1,0.523,0.199,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Success,17,18,2,1,4.756,0.027,0.093,0.042,0.236,1.504,0.467,,2.388,,,,,,,,,,,,,,,,,,,,,,,,
476,Success,17,17,1,1,2.616,0.015,0.088,0.028,0.231,1.118,1.135,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Success,18,16,3,1,4.392,0.031,0.114,0.062,0.629,0.115,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,
478,Success,15,16,1,1,1.315,0.346,0.108,,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Success,15,16,0,1,1.147,0.198,0.088,,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Success,16,15,2,0,0.852,0.017,0.296,0.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Success,15,19,0,1,6.224,0.198,0.092,,0.234,,0.448,,0.925,,4.327,,,,,,,,,,,,,,,,,,,,,,
482,Success,15,16,2,1,0.976,0.263,0.096,,0.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Success,15,18,1,1,4.313,0.344,0.128,,0.298,,0.574,,2.968,,,,,,,,,,,,,,,,,,,,,,,,
484,Success,15,17,2,1,2.162,0.643,0.115,,0.27,,1.134,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Success,15,15,1,1,0.532,0.217,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Success,16,16,2,1,1.54,0.021,0.113,0.79,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Success,16,15,0,1,0.694,0.025,0.314,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Success,15,15,0,2,0.723,0.2,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Success,16,15,1,0,0.937,0.022,0.297,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Success,15,15,0,0,0.505,0.203,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Success,18,15,1,2,1.897,0.025,0.36,0.049,,0.097,,1.366,,,,,,,,,,,,,,,,,,,,,,,,,
492,Success,15,16,1,1,1.182,0.218,0.102,,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Success,16,18,4,2,6.731,0.004,0.11,2.613,0.26,,0.508,,3.236,,,,,,,,,,,,,,,,,,,,,,,,
494,Success,19,20,0,0,19.311,0.037,0.095,0.064,0.23,0.129,0.468,0.246,0.949,2.427,1.906,,12.761,,,,,,,,,,,,,,,,,,,,
495,Success,15,15,1,2,0.705,0.345,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Success,15,15,2,1,0.734,0.4,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Success,16,15,0,3,0.848,0.032,0.462,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Success,20,16,1,1,9.996,0.017,0.095,0.031,0.855,0.063,,0.119,,0.237,,8.579,,,,,,,,,,,,,,,,,,,,,
499,Success,18,17,2,2,4.315,0.019,0.097,0.041,0.235,0.082,1.882,1.958,,,,,,,,,,,,,,,,,,,,,,,,,
500,Success,15,16,1,1,1.326,0.344,0.118,,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Success,15,15,2,1,0.85,0.384,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Success,15,16,1,1,1.084,0.347,0.117,,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Success,16,16,1,3,2.177,0.02,0.13,0.392,1.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Success,15,15,0,1,0.522,0.198,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Success,16,16,2,1,1.561,0.047,0.13,0.694,0.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Success,17,15,0,3,1.205,0.035,0.461,0.067,,0.642,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Success,16,15,3,0,1.243,0.038,0.297,0.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Success,17,15,1,2,1.264,0.014,0.501,0.031,,0.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Success,15,18,5,0,4.279,1.368,0.107,,0.255,,0.494,,2.055,,,,,,,,,,,,,,,,,,,,,,,,
510,Success,15,16,1,0,0.886,0.218,0.085,,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Success,16,17,0,2,3.263,0.008,0.104,0.357,0.256,,2.537,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Success,16,15,1,1,1.105,0.023,0.465,0.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Success,16,15,0,1,0.844,0.018,0.467,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Success,16,16,1,1,1.164,0.019,0.091,0.44,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Success,15,16,1,1,1.207,0.217,0.126,,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Success,17,17,0,0,2.198,0.027,0.123,0.052,0.284,0.645,1.068,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Success,17,17,1,2,2.859,0.037,0.097,0.07,0.237,1.11,1.307,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Success,16,15,0,1,0.715,0.04,0.317,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Success,16,15,0,0,0.695,0.039,0.298,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Success,19,16,1,0,5.194,0.022,0.087,0.044,0.573,0.076,,0.155,,4.236,,,,,,,,,,,,,,,,,,,,,,,
521,Success,16,16,1,2,2.005,0.045,0.116,0.412,1.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Success,16,15,1,0,0.952,0.035,0.296,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Success,15,16,2,1,1.363,0.64,0.109,,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Success,15,16,0,2,1.268,0.199,0.13,,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Success,15,16,3,1,1.594,0.6,0.129,,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Success,15,17,2,0,2.061,0.636,0.107,,0.255,,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Success,17,15,1,1,1.069,0.027,0.314,0.016,,0.713,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Success,15,17,1,1,2.27,0.346,0.088,,0.28,,1.556,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Success,17,16,1,0,1.855,0.024,0.094,0.044,0.576,1.117,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Success,15,16,2,2,1.249,0.401,0.107,,0.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Success,16,15,1,2,0.817,0.037,0.371,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Success,15,16,1,0,1.033,0.345,0.112,,0.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Success,15,17,4,1,3.866,2.4,0.095,,0.234,,1.138,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Success,16,15,0,1,0.856,0.037,0.463,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Success,18,16,0,1,2.294,0.048,0.125,0.094,0.629,0.173,,1.225,,,,,,,,,,,,,,,,,,,,,,,,,
536,Success,16,17,0,1,1.921,0.028,0.092,0.357,0.277,,1.166,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Success,16,18,0,1,3.519,0.052,0.105,0.357,0.254,,0.495,,2.257,,,,,,,,,,,,,,,,,,,,,,,,
538,Success,16,15,1,1,0.898,0.038,0.467,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Success,15,19,0,1,6.396,0.2,0.092,,0.238,,0.501,,0.996,,4.371,,,,,,,,,,,,,,,,,,,,,,
540,Success,16,16,0,1,1.092,0.018,0.099,0.356,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Success,16,15,0,1,0.846,0.025,0.465,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Success,18,17,1,1,4.301,0.017,0.113,0.083,0.271,0.152,1.55,2.116,,,,,,,,,,,,,,,,,,,,,,,,,
543,Success,16,16,1,1,1.584,0.01,0.09,0.62,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Success,18,15,2,0,3.022,0.016,0.294,0.035,,0.059,,2.618,,,,,,,,,,,,,,,,,,,,,,,,,
545,Success,15,18,0,2,6.035,0.198,0.085,,0.386,,0.577,,4.788,,,,,,,,,,,,,,,,,,,,,,,,
546,Success,16,16,1,1,1.623,0.022,0.118,0.62,0.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Success,15,17,0,0,1.626,0.199,0.088,,0.271,,1.069,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Success,16,15,1,0,0.719,0.03,0.298,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Success,18,17,2,0,4.031,0.024,0.102,0.065,0.245,0.137,1.068,2.39,,,,,,,,,,,,,,,,,,,,,,,,,
550,Success,16,16,1,1,1.35,0.018,0.1,0.615,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Success,15,17,2,1,2.341,0.388,0.109,,0.265,,1.579,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Success,16,15,0,1,0.712,0.04,0.317,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Success,16,15,0,1,0.861,0.03,0.473,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Success,17,16,1,0,1.932,0.045,0.114,0.082,0.581,1.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Success,15,16,1,2,1.258,0.226,0.093,,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Success,21,16,0,1,13.175,0.027,0.11,0.058,0.616,0.107,,0.239,,0.448,,1.036,,10.535,,,,,,,,,,,,,,,,,,,
557,Success,16,16,1,0,1.319,0.019,0.094,0.623,0.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Success,17,15,1,0,1.528,0.012,0.294,0.076,,1.146,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Success,17,19,1,1,8.601,0.048,0.102,0.088,0.247,0.718,0.494,,0.985,,5.92,,,,,,,,,,,,,,,,,,,,,,
560,Success,16,15,0,1,0.834,0.01,0.467,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Success,17,15,0,1,1.067,0.035,0.315,0.064,,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Success,15,15,0,0,0.494,0.198,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Success,16,16,1,1,1.415,0.041,0.107,0.409,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Success,16,16,0,1,1.109,0.039,0.093,0.358,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Success,15,19,3,2,7.915,0.783,0.124,,0.284,,0.556,,1.112,,5.056,,,,,,,,,,,,,,,,,,,,,,
566,Success,16,15,2,6,6.272,0.029,5.103,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Success,18,17,0,1,3.034,0.033,0.101,0.067,0.299,0.123,1.163,1.247,,,,,,,,,,,,,,,,,,,,,,,,,
568,Success,15,15,0,1,0.67,0.201,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Success,16,17,3,1,2.879,0.049,0.12,1.296,0.278,,1.136,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Success,17,15,0,1,1.062,0.009,0.318,0.083,,0.653,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Success,15,16,1,2,1.273,0.221,0.114,,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Success,17,15,0,1,1.252,0.047,0.468,0.088,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Success,20,15,0,0,5.877,0.013,0.294,0.028,,0.052,,0.109,,0.259,,5.122,,,,,,,,,,,,,,,,,,,,,
574,Success,15,15,0,1,0.524,0.199,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Success,24,15,3,1,714.489,0.025,0.47,0.041,,0.094,,0.179,,0.376,,0.752,,1.854,,4.345,,9.066,,697.287,,,,,,,,,,,,,
576,Success,16,15,1,1,0.988,0.045,0.324,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Success,15,15,1,0,0.642,0.346,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Success,16,16,1,0,1.106,0.027,0.09,0.4,0.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Success,16,17,0,0,1.81,0.047,0.1,0.357,0.243,,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Success,17,17,4,2,10.001,0.018,0.089,0.033,0.223,7.867,1.771,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Success,15,16,0,1,1.173,0.2,0.104,,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Success,15,19,1,0,6.395,0.344,0.09,,0.282,,0.538,,1.064,,4.077,,,,,,,,,,,,,,,,,,,,,,
583,Success,16,15,1,1,0.992,0.045,0.319,0.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Success,15,16,1,1,1.076,0.347,0.11,,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Success,15,17,1,1,1.876,0.345,0.108,,0.296,,1.127,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Success,18,16,1,0,3.014,0.014,0.09,0.068,0.577,0.125,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,
587,Success,15,17,0,1,2.101,0.198,0.101,,0.251,,1.551,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Success,15,16,1,1,0.933,0.218,0.098,,0.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Success,15,15,3,1,1.176,0.714,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Success,17,16,1,1,1.896,0.039,0.118,0.071,0.859,0.809,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Success,17,19,0,6,52.125,0.017,0.094,0.034,0.271,0.649,0.458,,1.291,,49.311,,,,,,,,,,,,,,,,,,,,,,
592,Success,16,15,1,0,0.944,0.029,0.297,0.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Success,15,15,1,1,0.532,0.217,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Success,15,21,2,1,47.665,0.383,0.09,,0.282,,0.549,,1.098,,2.201,,8.995,,34.066,,,,,,,,,,,,,,,,,,
595,Success,16,16,2,1,1.912,0.034,0.092,1.166,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Success,16,15,1,1,0.755,0.028,0.317,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Success,15,16,0,1,0.947,0.2,0.126,,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
